Date,Motor_vehicles_and_parts,Furnishings_and_durable_household_equipment,Recreational_goods_and_vehicles,Other_durable_goods,Food_and_beverages_purchased_for_off-premises_consumption,Clothing_and_footwear,Gasoline_and_other_energy_goods,Other_nondurable_goods,Housing_and_utilities,Health_care,Transportation_services,Recreation_services,Food_services_and_accommodations,Financial_services_and_insurance,Other_services,GDP,Disposable_personal_income,Population,CO2
2013-09-01,138746.33,88555.67,107203.67,61809.67,288725.33,116510.33,138408.33,303491.0,694550.67,619709.67,121477.0,149817.67,243798.0,289857.67,311841.67,5637022.67,12623900.0,317635000.0,393.72
2013-10-01,139039.0,88672.67,107290.33,63159.67,290877.33,117029.0,139040.67,307755.33,703597.0,629119.33,122008.0,151331.0,248340.33,297544.67,316106.0,5711038.0,12608200.0,317864000.0,393.9
2013-11-01,139039.0,88672.67,107290.33,63159.67,290877.33,117029.0,139040.67,307755.33,703597.0,629119.33,122008.0,151331.0,248340.33,297544.67,316106.0,5711038.0,12659600.0,318076000.0,395.36
2013-12-01,139039.0,88672.67,107290.33,63159.67,290877.33,117029.0,139040.67,307755.33,703597.0,629119.33,122008.0,151331.0,248340.33,297544.67,316106.0,5711038.0,12711900.0,318276000.0,397.03
2014-01-01,141319.33,88751.0,107896.67,63205.33,294126.0,117262.33,140447.33,310165.67,714311.67,626955.67,124801.33,153855.67,250645.67,299038.0,320114.33,5714760.33,12797900.0,318464000.0,398.04
2014-02-01,141319.33,88751.0,107896.67,63205.33,294126.0,117262.33,140447.33,310165.67,714311.67,626955.67,124801.33,153855.67,250645.67,299038.0,320114.33,5714760.33,12873200.0,318642000.0,398.27
2014-03-01,141319.33,88751.0,107896.67,63205.33,294126.0,117262.33,140447.33,310165.67,714311.67,626955.67,124801.33,153855.67,250645.67,299038.0,320114.33,5714760.33,12969800.0,318827000.0,399.91
2014-04-01,147306.33,91824.67,109666.33,64344.33,297437.67,120330.67,138801.33,317937.67,714739.0,640426.0,126975.0,153585.0,256417.0,304744.67,321961.67,5820901.0,13046800.0,319020000.0,401.51
2014-05-01,147306.33,91824.67,109666.33,64344.33,297437.67,120330.67,138801.33,317937.67,714739.0,640426.0,126975.0,153585.0,256417.0,304744.67,321961.67,5820901.0,13116700.0,319225000.0,401.96
2014-06-01,147306.33,91824.67,109666.33,64344.33,297437.67,120330.67,138801.33,317937.67,714739.0,640426.0,126975.0,153585.0,256417.0,304744.67,321961.67,5820901.0,13185200.0,319438000.0,401.43
2014-07-01,149254.33,93195.0,110940.0,65155.0,300715.33,120919.0,135709.67,323414.33,715696.33,653709.0,128999.67,156194.33,261366.67,311768.67,328223.0,5914409.0,13244100.0,319670000.0,399.27
2014-08-01,149254.33,93195.0,110940.0,65155.0,300715.33,120919.0,135709.67,323414.33,715696.33,653709.0,128999.67,156194.33,261366.67,311768.67,328223.0,5914409.0,13305600.0,319919000.0,397.18
2014-09-01,149254.33,93195.0,110940.0,65155.0,300715.33,120919.0,135709.67,323414.33,715696.33,653709.0,128999.67,156194.33,261366.67,311768.67,328223.0,5914409.0,13353000.0,320166000.0,395.54
2014-10-01,151442.67,94451.0,111401.0,65947.67,303528.33,122489.0,122833.33,328390.67,723776.33,666305.67,129946.33,158491.0,267482.67,315036.33,333330.0,5950846.67,13407700.0,320403000.0,396.16
2014-11-01,151442.67,94451.0,111401.0,65947.67,303528.33,122489.0,122833.33,328390.67,723776.33,666305.67,129946.33,158491.0,267482.67,315036.33,333330.0,5950846.67,13467100.0,320616000.0,397.4
2014-12-01,151442.67,94451.0,111401.0,65947.67,303528.33,122489.0,122833.33,328390.67,723776.33,666305.67,129946.33,158491.0,267482.67,315036.33,333330.0,5950846.67,13536800.0,320815000.0,399.08
2015-01-01,155142.0,95295.67,110988.33,66515.33,305790.33,122057.0,101844.0,331670.33,731591.33,672789.33,130777.0,160296.67,271432.67,320253.33,330820.33,5997116.0,13550300.0,320997000.0,400.18
2015-02-01,155142.0,95295.67,110988.33,66515.33,305790.33,122057.0,101844.0,331670.33,731591.33,672789.33,130777.0,160296.67,271432.67,320253.33,330820.33,5997116.0,13621100.0,321164000.0,400.55
2015-03-01,155142.0,95295.67,110988.33,66515.33,305790.33,122057.0,101844.0,331670.33,731591.33,672789.33,130777.0,160296.67,271432.67,320253.33,330820.33,5997116.0,13608000.0,321344000.0,401.74
2015-04-01,160606.67,97543.67,111200.0,67192.33,305643.33,122771.67,108065.67,336096.0,731738.0,680895.33,132693.0,162852.67,276237.33,325732.67,334585.67,6064569.0,13648400.0,321538000.0,403.35
2015-05-01,160606.67,97543.67,111200.0,67192.33,305643.33,122771.67,108065.67,336096.0,731738.0,680895.33,132693.0,162852.67,276237.33,325732.67,334585.67,6064569.0,13703700.0,321740000.0,404.15
2015-06-01,160606.67,97543.67,111200.0,67192.33,305643.33,122771.67,108065.67,336096.0,731738.0,680895.33,132693.0,162852.67,276237.33,325732.67,334585.67,6064569.0,13738600.0,321954000.0,402.97
2015-07-01,160540.0,99102.0,112361.0,67494.33,308164.67,123461.67,107123.0,341898.33,738154.0,693780.0,133296.67,163653.33,278710.0,326143.33,337426.0,6102320.0,13782300.0,322186000.0,401.46
2015-08-01,160540.0,99102.0,112361.0,67494.33,308164.67,123461.67,107123.0,341898.33,738154.0,693780.0,133296.67,163653.33,278710.0,326143.33,337426.0,6102320.0,13814300.0,322427000.0,399.11
2015-09-01,160540.0,99102.0,112361.0,67494.33,308164.67,123461.67,107123.0,341898.33,738154.0,693780.0,133296.67,163653.33,278710.0,326143.33,337426.0,6102320.0,13832200.0,322670000.0,397.82
2015-10-01,157506.0,100351.67,114093.33,67541.67,308342.33,123355.33,95545.67,345353.67,740715.33,695633.33,134795.0,168753.0,284111.33,327111.0,340222.33,6110693.0,13858900.0,322901000.0,398.49
2015-11-01,157506.0,100351.67,114093.33,67541.67,308342.33,123355.33,95545.67,345353.67,740715.33,695633.33,134795.0,168753.0,284111.33,327111.0,340222.33,6110693.0,13865200.0,323113000.0,400.27
2015-12-01,157506.0,100351.67,114093.33,67541.67,308342.33,123355.33,95545.67,345353.67,740715.33,695633.33,134795.0,168753.0,284111.33,327111.0,340222.33,6110693.0,13920300.0,323318000.0,402.06
2016-01-01,157874.67,101879.33,115499.67,67648.33,310337.67,124837.67,85456.67,347942.33,747435.67,707940.67,137669.33,170618.33,287417.67,326555.33,345807.67,6141768.67,13978700.0,323509000.0,402.73
2016-02-01,157874.67,101879.33,115499.67,67648.33,310337.67,124837.67,85456.67,347942.33,747435.67,707940.67,137669.33,170618.33,287417.67,326555.33,345807.67,6141768.67,13984900.0,323687000.0,404.25
2016-03-01,157874.67,101879.33,115499.67,67648.33,310337.67,124837.67,85456.67,347942.33,747435.67,707940.67,137669.33,170618.33,287417.67,326555.33,345807.67,6141768.67,14018400.0,323871000.0,405.06
2016-04-01,158480.0,102559.0,116579.67,67681.33,313627.0,125047.0,92905.67,351346.33,756731.0,720102.67,138668.0,170669.67,289260.0,328360.33,349904.0,6203872.33,14038500.0,324061000.0,407.6
2016-05-01,158480.0,102559.0,116579.67,67681.33,313627.0,125047.0,92905.67,351346.33,756731.0,720102.67,138668.0,170669.67,289260.0,328360.33,349904.0,6203872.33,14052100.0,324260000.0,407.9
2016-06-01,158480.0,102559.0,116579.67,67681.33,313627.0,125047.0,92905.67,351346.33,756731.0,720102.67,138668.0,170669.67,289260.0,328360.33,349904.0,6203872.33,14085500.0,324476000.0,406.99
2016-07-01,163498.67,103258.67,117237.0,67574.33,313921.33,125830.67,91778.33,353019.67,766351.67,719795.0,140886.0,173705.0,292119.67,334897.0,352927.0,6258486.33,14138900.0,324697000.0,404.59
2016-08-01,163498.67,103258.67,117237.0,67574.33,313921.33,125830.67,91778.33,353019.67,766351.67,719795.0,140886.0,173705.0,292119.67,334897.0,352927.0,6258486.33,14172300.0,324924000.0,402.45
2016-09-01,163498.67,103258.67,117237.0,67574.33,313921.33,125830.67,91778.33,353019.67,766351.67,719795.0,140886.0,173705.0,292119.67,334897.0,352927.0,6258486.33,14227700.0,325155000.0,401.23
2016-10-01,165904.67,103621.67,116570.33,67724.67,316294.33,125226.67,97455.0,353847.33,770577.33,731398.67,142346.0,176516.67,295482.0,338372.33,354130.67,6322680.33,14279400.0,325368000.0,401.79
2016-11-01,165904.67,103621.67,116570.33,67724.67,316294.33,125226.67,97455.0,353847.33,770577.33,731398.67,142346.0,176516.67,295482.0,338372.33,354130.67,6322680.33,14316300.0,325562000.0,403.72
2016-12-01,165904.67,103621.67,116570.33,67724.67,316294.33,125226.67,97455.0,353847.33,770577.33,731398.67,142346.0,176516.67,295482.0,338372.33,354130.67,6322680.33,14371300.0,325742000.0,404.64
2017-01-01,164062.67,105582.33,119102.0,67868.33,319644.67,126394.33,103217.0,359334.67,772162.0,738684.67,142854.67,179981.67,302814.33,344624.67,363268.33,6382731.33,14490200.0,325901000.0,406.36
2017-02-01,164062.67,105582.33,119102.0,67868.33,319644.67,126394.33,103217.0,359334.67,772162.0,738684.67,142854.67,179981.67,302814.33,344624.67,363268.33,6382731.33,14550700.0,326050000.0,406.66
2017-03-01,164062.67,105582.33,119102.0,67868.33,319644.67,126394.33,103217.0,359334.67,772162.0,738684.67,142854.67,179981.67,302814.33,344624.67,363268.33,6382731.33,14602800.0,326207000.0,407.54
2017-04-01,163149.33,106073.33,121659.0,68102.33,322344.0,126437.67,98853.67,364103.33,785201.0,738068.67,145089.33,180753.0,303062.0,351174.0,364724.67,6434835.33,14660300.0,326371000.0,409.22
2017-05-01,163149.33,106073.33,121659.0,68102.33,322344.0,126437.67,98853.67,364103.33,785201.0,738068.67,145089.33,180753.0,303062.0,351174.0,364724.67,6434835.33,14754300.0,326548000.0,409.89
2017-06-01,163149.33,106073.33,121659.0,68102.33,322344.0,126437.67,98853.67,364103.33,785201.0,738068.67,145089.33,180753.0,303062.0,351174.0,364724.67,6434835.33,14771100.0,326743000.0,409.08
2017-07-01,167292.0,107503.67,122395.67,69241.33,325348.0,126652.67,101501.33,367360.0,791021.67,749006.33,148826.0,180463.0,304899.0,357761.0,364351.33,6520632.0,14813000.0,326939000.0,407.33
2017-08-01,167292.0,107503.67,122395.67,69241.33,325348.0,126652.67,101501.33,367360.0,791021.67,749006.33,148826.0,180463.0,304899.0,357761.0,364351.33,6520632.0,14855900.0,327140000.0,405.32
2017-09-01,167292.0,107503.67,122395.67,69241.33,325348.0,126652.67,101501.33,367360.0,791021.67,749006.33,148826.0,180463.0,304899.0,357761.0,364351.33,6520632.0,14930800.0,327342000.0,403.57
2017-10-01,175029.67,111235.33,125991.33,70042.0,329865.0,127764.0,109600.0,373082.0,803111.67,757772.67,151850.33,180624.33,310087.33,366219.67,367956.0,6631583.33,14982900.0,327528000.0,403.82
2017-11-01,175029.67,111235.33,125991.33,70042.0,329865.0,127764.0,109600.0,373082.0,803111.67,757772.67,151850.33,180624.33,310087.33,366219.67,367956.0,6631583.33,15019500.0,327699000.0,405.31
2017-12-01,175029.67,111235.33,125991.33,70042.0,329865.0,127764.0,109600.0,373082.0,803111.67,757772.67,151850.33,180624.33,310087.33,366219.67,367956.0,6631583.33,15063200.0,327848000.0,407.0
2018-01-01,172819.33,113036.33,127690.67,70737.67,330954.0,128912.67,114961.67,375636.67,810898.67,766849.0,155590.33,185642.67,314709.33,376457.33,373255.0,6718495.33,15216800.0,327969000.0,408.15
2018-02-01,172819.33,113036.33,127690.67,70737.67,330954.0,128912.67,114961.67,375636.67,810898.67,766849.0,155590.33,185642.67,314709.33,376457.33,373255.0,6718495.33,15280500.0,328085000.0,408.52
2018-03-01,172819.33,113036.33,127690.67,70737.67,330954.0,128912.67,114961.67,375636.67,810898.67,766849.0,155590.33,185642.67,314709.33,376457.33,373255.0,6718495.33,15349200.0,328219000.0,409.59
2018-04-01,172492.0,115516.67,129490.0,72037.0,331676.0,130621.67,117054.33,379802.33,820196.0,775449.33,156043.33,185642.33,319475.0,381715.33,384388.67,6823399.0,15415700.0,328364000.0,410.45
2018-05-01,172492.0,115516.67,129490.0,72037.0,331676.0,130621.67,117054.33,379802.33,820196.0,775449.33,156043.33,185642.33,319475.0,381715.33,384388.67,6823399.0,15493400.0,328521000.0,411.44
2018-06-01,172492.0,115516.67,129490.0,72037.0,331676.0,130621.67,117054.33,379802.33,820196.0,775449.33,156043.33,185642.33,319475.0,381715.33,384388.67,6823399.0,15569900.0,328692000.0,410.99
2018-07-01,173951.0,116489.67,131237.33,71281.67,333166.33,130902.0,118504.0,382152.33,827186.0,787523.33,156441.67,188773.33,325128.0,384319.33,388715.0,6895759.33,15655000.0,328863000.0,408.9
2018-08-01,173951.0,116489.67,131237.33,71281.67,333166.33,130902.0,118504.0,382152.33,827186.0,787523.33,156441.67,188773.33,325128.0,384319.33,388715.0,6895759.33,15726900.0,329040000.0,407.16
2018-09-01,173951.0,116489.67,131237.33,71281.67,333166.33,130902.0,118504.0,382152.33,827186.0,787523.33,156441.67,188773.33,325128.0,384319.33,388715.0,6895759.33,15761800.0,329216000.0,405.71
2018-10-01,175237.67,116325.0,131366.0,71207.67,337159.67,131314.67,116627.67,386540.67,839382.0,787639.33,158275.67,190475.33,325986.67,384811.0,393478.33,6939756.33,15839500.0,329379000.0,406.19
2018-11-01,175237.67,116325.0,131366.0,71207.67,337159.67,131314.67,116627.67,386540.67,839382.0,787639.33,158275.67,190475.33,325986.67,384811.0,393478.33,6939756.33,15896700.0,329527000.0,408.21
2018-12-01,175237.67,116325.0,131366.0,71207.67,337159.67,131314.67,116627.67,386540.67,839382.0,787639.33,158275.67,190475.33,325986.67,384811.0,393478.33,6939756.33,16101200.0,329659000.0,409.27
2019-01-01,168630.67,116632.0,133561.33,71333.33,338923.67,131494.33,108272.33,392000.67,845633.0,804117.67,159665.0,193555.0,329533.33,379494.33,397476.33,7004361.67,16118500.0,329766000.0,411.03
2019-02-01,168630.67,116632.0,133561.33,71333.33,338923.67,131494.33,108272.33,392000.67,845633.0,804117.67,159665.0,193555.0,329533.33,379494.33,397476.33,7004361.67,16191700.0,329862000.0,411.96
2019-03-01,168630.67,116632.0,133561.33,71333.33,338923.67,131494.33,108272.33,392000.67,845633.0,804117.67,159665.0,193555.0,329533.33,379494.33,397476.33,7004361.67,16245300.0,329977000.0,412.18
2019-04-01,171023.0,118867.33,137116.67,72355.0,342459.33,132237.0,116138.67,396935.33,851460.67,817610.67,163894.67,193031.33,335445.0,379803.33,399303.0,7090816.0,16260100.0,330103000.0,413.54
2019-05-01,171023.0,118867.33,137116.67,72355.0,342459.33,132237.0,116138.67,396935.33,851460.67,817610.67,163894.67,193031.33,335445.0,379803.33,399303.0,7090816.0,16274400.0,330240000.0,414.86
2019-06-01,171023.0,118867.33,137116.67,72355.0,342459.33,132237.0,116138.67,396935.33,851460.67,817610.67,163894.67,193031.33,335445.0,379803.33,399303.0,7090816.0,16315400.0,330393000.0,414.16
2019-07-01,173173.33,121798.67,140904.33,73371.67,346522.33,133441.0,111400.0,402226.67,862375.33,824069.33,167383.67,193623.0,339216.67,381339.67,409252.67,7177279.67,16372400.0,330553000.0,411.97
2019-08-01,173173.33,121798.67,140904.33,73371.67,346522.33,133441.0,111400.0,402226.67,862375.33,824069.33,167383.67,193623.0,339216.67,381339.67,409252.67,7177279.67,16475500.0,330729000.0,410.18
2019-09-01,173173.33,121798.67,140904.33,73371.67,346522.33,133441.0,111400.0,402226.67,862375.33,824069.33,167383.67,193623.0,339216.67,381339.67,409252.67,7177279.67,16531000.0,330904000.0,408.76
2019-10-01,176508.0,123310.0,142746.67,72725.33,346517.0,133249.67,113649.67,405155.33,870857.0,837917.67,168991.0,196270.67,341973.0,382432.33,414638.33,7235510.67,16587200.0,331066000.0,408.75
2019-11-01,176508.0,123310.0,142746.67,72725.33,346517.0,133249.67,113649.67,405155.33,870857.0,837917.67,168991.0,196270.67,341973.0,382432.33,414638.33,7235510.67,16662300.0,331213000.0,410.48
2019-12-01,176508.0,123310.0,142746.67,72725.33,346517.0,133249.67,113649.67,405155.33,870857.0,837917.67,168991.0,196270.67,341973.0,382432.33,414638.33,7235510.67,16629200.0,331345000.0,411.98
2020-01-01,160046.33,125017.0,144680.67,68703.0,370998.0,121182.67,102758.33,417355.0,873596.67,809804.0,155335.67,181568.0,313474.0,388499.33,411339.67,7179344.0,16806300.0,331443000.0,413.61
2020-02-01,160046.33,125017.0,144680.67,68703.0,370998.0,121182.67,102758.33,417355.0,873596.67,809804.0,155335.67,181568.0,313474.0,388499.33,411339.67,7179344.0,16917200.0,331525000.0,414.34
2020-03-01,160046.33,125017.0,144680.67,68703.0,370998.0,121182.67,102758.33,417355.0,873596.67,809804.0,155335.67,181568.0,313474.0,388499.33,411339.67,7179344.0,16630300.0,331633000.0,414.74
2020-04-01,158048.33,126440.0,157141.67,53878.0,377090.33,95568.0,62741.33,417184.33,887923.0,682288.67,99397.33,113776.67,208173.67,379436.0,347669.0,6545577.0,19007600.0,331680000.0,416.45
2020-05-01,158048.33,126440.0,157141.67,53878.0,377090.33,95568.0,62741.33,417184.33,887923.0,682288.67,99397.33,113776.67,208173.67,379436.0,347669.0,6545577.0,18119200.0,331678000.0,417.31
2020-06-01,158048.33,126440.0,157141.67,53878.0,377090.33,95568.0,62741.33,417184.33,887923.0,682288.67,99397.33,113776.67,208173.67,379436.0,347669.0,6545577.0,18016800.0,331718000.0,416.6
2020-07-01,194637.0,149610.67,178712.33,75885.67,377545.0,129939.67,82445.67,443547.33,893986.0,799107.33,115820.0,144126.67,281301.0,391652.0,377963.67,7120809.33,18181300.0,331777000.0,414.62
2020-08-01,194637.0,149610.67,178712.33,75885.67,377545.0,129939.67,82445.67,443547.33,893986.0,799107.33,115820.0,144126.67,281301.0,391652.0,377963.67,7120809.33,17532200.0,331839000.0,412.78
2020-09-01,194637.0,149610.67,178712.33,75885.67,377545.0,129939.67,82445.67,443547.33,893986.0,799107.33,115820.0,144126.67,281301.0,391652.0,377963.67,7120809.33,17631600.0,331907000.0,411.52
2020-10-01,199173.0,148163.0,178822.33,76765.0,375898.67,131127.0,82407.33,443333.67,899999.33,827743.67,119773.33,146620.0,281752.0,401180.33,390511.0,7234902.0,17558300.0,331971000.0,411.51
2020-11-01,199173.0,148163.0,178822.33,76765.0,375898.67,131127.0,82407.33,443333.67,899999.33,827743.67,119773.33,146620.0,281752.0,401180.33,390511.0,7234902.0,17330100.0,331996000.0,413.12
2020-12-01,199173.0,148163.0,178822.33,76765.0,375898.67,131127.0,82407.33,443333.67,899999.33,827743.67,119773.33,146620.0,281752.0,401180.33,390511.0,7234902.0,17420300.0,331968000.0,414.26
2021-01-01,222292.33,162327.67,194312.0,84705.0,391721.0,144248.33,101851.0,453638.0,909052.33,832055.0,121749.33,155783.0,303480.0,412446.33,400032.0,7437950.0,19245500.0,331943000.0,415.52
2021-02-01,222292.33,162327.67,194312.0,84705.0,391721.0,144248.33,101851.0,453638.0,909052.33,832055.0,121749.33,155783.0,303480.0,412446.33,400032.0,7437950.0,17687500.0,331950000.0,416.75
2021-03-01,222292.33,162327.67,194312.0,84705.0,391721.0,144248.33,101851.0,453638.0,909052.33,832055.0,121749.33,155783.0,303480.0,412446.33,400032.0,7437950.0,21826600.0,331953000.0,417.64
2021-04-01,245589.0,166196.33,201522.33,91192.33,398072.0,156151.0,117997.33,466590.0,917589.33,857240.0,143157.67,171719.0,349567.33,421154.33,417921.67,7682311.33,18575500.0,331963000.0,419.05
2021-05-01,245589.0,166196.33,201522.33,91192.33,398072.0,156151.0,117997.33,466590.0,917589.33,857240.0,143157.67,171719.0,349567.33,421154.33,417921.67,7682311.33,18125800.0,332008000.0,419.13
2021-06-01,245589.0,166196.33,201522.33,91192.33,398072.0,156151.0,117997.33,466590.0,917589.33,857240.0,143157.67,171719.0,349567.33,421154.33,417921.67,7682311.33,18132200.0,332092000.0,418.94
2021-07-01,218756.67,164968.67,201490.33,93114.67,403910.67,157055.0,129187.33,470564.33,930793.67,871689.0,161493.33,183949.67,375100.33,429012.33,437171.67,7850140.0,18346300.0,332192000.0,416.96
2021-08-01,218756.67,164968.67,201490.33,93114.67,403910.67,157055.0,129187.33,470564.33,930793.67,871689.0,161493.33,183949.67,375100.33,429012.33,437171.67,7850140.0,18395900.0,332295000.0,414.47
2021-09-01,218756.67,164968.67,201490.33,93114.67,403910.67,157055.0,129187.33,470564.33,930793.67,871689.0,161493.33,183949.67,375100.33,429012.33,437171.67,7850140.0,18193900.0,332403000.0,413.3
2021-10-01,231653.67,166509.67,207863.67,94500.33,413007.33,157611.67,143548.0,476539.67,943142.67,883622.67,165667.33,193194.67,386395.33,437368.0,442490.33,8116373.67,18304200.0,332513000.0,413.93
2021-11-01,231653.67,166509.67,207863.67,94500.33,413007.33,157611.67,143548.0,476539.67,943142.67,883622.67,165667.33,193194.67,386395.33,437368.0,442490.33,8116373.67,18367800.0,332598000.0,415.01
2021-12-01,231653.67,166509.67,207863.67,94500.33,413007.33,157611.67,143548.0,476539.67,943142.67,883622.67,165667.33,193194.67,386395.33,437368.0,442490.33,8116373.67,18396200.0,332640000.0,416.71
